puuid,games,wins,winrate
8b8kyAlzuLQkT7j9nq3CnG-QcIrNXu23uFDj1agCAoPaf80Ysy13ypj8vToGOHqHWdcPLqEa43lEug,1,1,1.0
8bU3ffUKiV_VYQj8o8rSfHi3tSh80t-oN09MB_dTYVQufaMtWD48HU-ASKfiQxwlj-oN_eQf4Cd7jw,1,0,0.0
8bdRmMOIYRsekCW0_kNGj7VrCHMkUif8ovKPqpeZ8sHBdu4FyshCWKGEo8riVHIsDLyjH-kQy9Y0rg,1,0,0.0
8cPPFjFuo2TbJRqxhR3HnZuA_LXq9uvYJX8OtgQbfDpdX8Pl0ZvYhyKh-lyAoLN53unVcgMR-Mw1LA,1,0,0.0
8clM1Zo1SIdo-Eg-vKzpHH1j_YqnyfUoQhzuylwldYxUAHhNsZdDh56yTIM94tiTZnVy5V9T-hd-cQ,1,1,1.0
8clgVxueCdc1C1WzuohRy4yjBFztmxG38mNI5ZMng5pbo5Mc919WDWKsFq0KbEUl6vETCqDCQRaoOg,1,1,1.0
8enPj5nbJaofKP2W7USk3m9dva0RdX6TCGykKNWxN5I0CC2mSRDRXQ3GcGzjelChyBURyrrJk__Zsw,1,0,0.0
8fJPSo-rlCn_nwnfRSmkTS8QHQU2bmgTM92yaWhP9GaMU0IRp3YJ7LzOJVrWuuTWKlACPddPLzvMWA,2,1,0.5
8fan383-bELnHZ83g6zZ9iOnCVfl1n7xDRomVqWdVs3zzfMQ7nxLvhxVXMEbjzJVZv9NsYkcbGj8tw,3,0,0.0
8gF0gYjINgcn2Ec-Fc0IpchapzjNiIdSuGs0L2CBLufG45OS1L_e0YjQy-NYzeg0Q2vprZa8cfaewA,1,1,1.0
8gow1ge0sNaL8S8sx7j40dGsBKOWOKxir9yI2G0O_w-8r83DB6P5eCOrdToRO3OF0wr_tT9E0z2v9g,1,0,0.0
8gyw87TIElUX6dfXksIQ_4Rvwu8pkGart4HvMPxHQ-IjuiIayA_UuXM-OFT7cPV5ueTdB8E89hrg8w,1,0,0.0
8hqQG0T4ewrezctb_sZOAa7vkPwJuZYdFxav7DhIxW2Yr3CVOchTmhYcQ83jhulSLuQbQNDDtkiB7w,1,0,0.0
8iOLvmOKlZJ5TKnB-QgLKHTwByeVvMkjtb5FGki1iq2BHTTja-NDJTSWKMaTEh89pH8d-UxMWiU4Xg,1,1,1.0
8kRRBYytZyFGGEbQKvOowfRlDgHg7uDk6LlJIgV7Rs9Skf9-4TZOHxZFda3NO2xkCOILqJGzy_Oc0A,1,0,0.0
8kkcym-6Tm92wOuDgOWZdr8Mz0VRRuykW05zgDPdVFE_7Sw5rZKqclTlC1dHduxJR_Z9NNClJJoD8w,4,3,0.75
8n9IW1Naxzb38moGJDxDWBP0pk2kCIZR1tINgg502abbQCzxUyxMtYW9a6wiyo1ZRM3ScZS3PTy2KQ,1,0,0.0
8npd1wmNrV04GrutOURzOrx8n9_t1CcyjKpS1LCksQ4fayVIwvepfIR6CXO2F33mlDruDjMAY7J1RA,1,0,0.0
8oSSpwE5ce6pHbPYwb7y-N_T4vGNmIab6pvuRplm4llPenlFgAaRUap1ie5vzEN-XsjUlLiUHejEwA,1,0,0.0
8okZ5gKBe090clsMo818VJ7mrTz37dfVSmvR1cDN6O0sQU59IK7lhDpRNPzsplpPoNydmVO69gVoYg,1,0,0.0
8pX9iGzKEUGcFxidp1GyJ-mHri4zoC-SCkVjNu10VdU7Wd0QdecyyPGvrj2orMeoSgT0DiALUAC-Kw,1,1,1.0
8piFxWZD0PJTQl9UoKx3OxVcgL0xxsJCy6S3TUGFUEmY1YUNZcIdVDNzhr1LK3rM9WUN-CmXJUtaFA,1,1,1.0
8q4wIAbsj0uBHYI90pPFl0edGxdWxMDtuTd81GBmB1qTJfP96hJykBCDMzcLQAc2k64scg6qVL69uw,1,0,0.0
8sEbY-H_JdhX5HVkDhYt568kxPi9qDxoGqN7aQY70YKnGvsFqCMEVTCeKQIeBzjzRIkFqLcdVTJ6Yg,1,1,1.0
8srHvhQw6D_S1Diugiqb_oJEV5LVsQ5niPpu-fasAoTfaqZXNHeULAjvpZoIqinelPrToxrfuJBeKQ,1,0,0.0
8tQA_duZ_2xbPtcMpkd3MxgRAvTWHkZJVWvujtiF6sxUJorJaVjzm3uIbuj1oT_pm6n5MZVksW3E8w,1,1,1.0
8w1pF7v3co8HtGM32NzDU4l1T1jvq1iNPBPNnBSBUg6zLpHgKoNXBgejboXLLeGFdKxl6jQRRRi-fA,2,2,1.0
8xI9Ya1b45TkBOXLTGbOPb6thYhHry7s4Toy7PTE6kr9A_JgItoab8RxQboT3Cu2nENZKkj3TyeOhA,1,1,1.0
8xeYsNp3Oj1YzTr70T0pXYUYpVjK2Xqr-6xy2qmc_2x5rCnrzbFg3FH5ofdFZrk__zp8yRngbScjDg,1,1,1.0
8z9L62qevYJ_IQ4Rtepo4DCLtgAmFdmxT-xnR7ljY1QZnTTvWyGHGXmF8eB3Jp0H8ZA4Xtk0bOaafw,2,1,0.5
8znu6ZDH3ygOMBD-tZuA5Uvob_WCF5ypYPdzhnph0kkv1VWnmo1bl9Xd2cyn_v2lHCgXKv0Le0-hDQ,1,1,1.0
8zrHTpzW_aObDb34seNAyuNY6lqRBrWR-8nJqyrRgqgLAZ3Eq-K4_8JFPNlAo49B7pxpM3Ufb2QA0w,1,1,1.0
9-AfedZ_BTntVHNIaEj_Yb3LzeRyPpmKgyLZ2lgWuGSgR_ZD6uSjFMFOwi-yPiC7O1QtRCU-V98FKA,1,1,1.0
9-nE4Y0qBsY8hfeifDkHOTqWq59kVfMbPVAp8hq63CV20QiK2DMX5c3e_2iBbZGaI73_bDSSg0ehbQ,1,0,0.0
90ebu1Br4KWRVHwe-G_ZZJNxfiTbdmYSEZJREczXSynHG6r3MKcAkpcMyf7wx8X9XJ6FT4r3UjxC_Q,3,1,0.3333333333333333
91g_vMeYVahL2Un1sbUadPXMPwWL57xpmJVJAEe5m2IRhl091s1cNgsvrmolcHVSmibJje6ASaHQvQ,2,1,0.5
91l3FfM8QVkALOlaP34a9RpkK6DLDg2YCe8feBulrv-ruI5ve458Sj9cm01CiTDWD91wVkvH37weIQ,1,0,0.0
92-KY-PIs08TUyVFirH-1qnir6vkk6n6vpssleguDCRHXeNX2ghL1JlWNhD_ba1WoeLu_gzzaPvSnQ,1,1,1.0
92ye3Z5lpTVCMdQxY4ebNTVMp4gciXkXSt-Us0U8A5tSvBdnMqhcepdi9YD1fD8Iefvvb8aQ1CihAA,1,0,0.0
93Bm7FdRelJnu8vszwS9dJ12MtW6OQhAoWO4HZmML59XlnU3oCUyepM3nqA6UBAUDS_jda3QojlbAQ,1,0,0.0
93K2DBOz0ilKNIWwg1uCutoOD2nZ3UKex5wvHP20qcFQiLcDX9NEXygxwm32pOFicc1ftqpy2GmELw,1,1,1.0
93Rfmna1dfe5ICG1_3kNEyidKIHfVeCcJStL6n0hPvTcOLyCVZ8sClFZGkLk1a5fvMTt4StWMqkZtA,1,1,1.0
95IIp8crZH30mNXwOKmBX3kacbM1ZMguxnFgRIxdJ0gvmlvkw6LK651gcXI9s-wNFu86ovlTQAhzXw,1,0,0.0
95X8EPZkCseTOEeVHLPLqDodcbpDqqUrbxAibTgZU-t9l1mPr_Ja9LQAmO6wZW0bWbpv6sGY8XOAtA,1,1,1.0
95hauf7NnPu-pu0yXOMBH11jUrmXeBwyhhlqPH90dylFsLc9IT1PHt6IpmgzV1fxL88UTqCe55TeYA,1,0,0.0
96OJU9-mkPTAdsdMAfI3OAKV0VR06ptW1QjALloLOTgXKtAtFr488T34ItMq8y1bGue_qfDkBXubIQ,1,0,0.0
96QK73S3amASewPy1ahJOJ9HAznI5crO7RcKHkDfnYe8RDhe-NhaJVSZTHKodUpmEj9W1wzRqRRyFQ,1,0,0.0
96oHIu-bu0HGaaQEeF2qtBIBjH9mdD9MSdVYihw7PIed5R2VfxsCfh18w0pI0IZD7J7H_znW5iHglw,1,1,1.0
96ts-b_7wt2mwO2G_U5thZXPqoSMFHG8CBL8MI2TN9K9IKfvnQLpcaPkoBzK3-UbEKhjltgzkVZX-w,5,1,0.2
97C9sLU_YNgCvkRWwaefMhKTkrMe7-bcmooO74Ypd2aZ2hq4wb31ny40-pU43cK9EonqV4CQSEiQIA,1,0,0.0
97kNm0ET_X2EZq_1NFSWPEODXUVhYHoHZM8IQxy26vrlvOUBvr4NudLPa9e9K307L5WcBc9w7KYxzQ,1,0,0.0
97zv99T8uefW2_Qx-72n21ful7-LWrtQG-HStziBC61Y43hbL0gE6VXVtHVZGaClOugcVedOh47t3Q,1,1,1.0
98BJoPaHv7T1bkSXF0ZyrDtv8-ph124W-_L4-W7AWKTMzi7_em69A0k2TYNxTEbK61PvaOQB99BpSQ,1,1,1.0
98tL1n78oT-07974pG2PWeEOQ-IT8_n6T15sr7ibNCH6ZmE_Gc1apE0-e21dbxqFqRh6mv7UWJ_k7w,1,0,0.0
99AzheNokwVqS1_jZrndPA1irpJQ4SOQNPpEf24O3TEytpi_TKtMx1hBt7Qy8FvfvvbiuXv0zpJr-Q,1,1,1.0
9BX4Dk9wwy2KbwUyy_3MhSettfSkcfsH6ZV8s-Rj33CoAbuOyDjf2HDxqRBB62wS3t6JSOWghBIDpw,1,0,0.0
9BebQIICBwuEb2TnNesq-uTumfsgMMd6ifpT8UFhjxfW23pcMedElzcWz0YEQtGpwW6-wqqoZp1oBw,1,0,0.0
9CuTrza-u323qlL0GFlHKezCRG8qawshS-HMiKwEFixV-DOO8Vhfr28SR6wJeO_BuDj014UjaC3ePw,1,0,0.0
9DZuqj_-nHGJCQqQRQGzYF-VBxbVqyeZHOE9mc7weonYfO_hj9d1FGH2ItdIyVs4j-AMPiZg1-KiWw,3,2,0.6666666666666666
9Dlf0v5dzidqRum14yRRIxEKXdu-ZXc93P8dU-HvQlH3TQp7UhN32fazfP1OZDLFf7Q8fddv6WdlrA,1,0,0.0
9EHp8mwHXAGLp-tGcVYTc83_Pv2ffsyzZ2DVBUkr4-I9cYDez9ogzvcUJguUVe4Ueajt2ToZ7W9IHg,1,1,1.0
9F7y8MPtciht9U7IrwwIh4QIp2iuwsYVJ3omkysByNJEvlpvx06hac_iibRBfCNB9VGTMKfZclJytw,1,0,0.0
9IuMUNX5vbVUYt0HDLbXJu6suOCDBE_Xj6XUdENVITwX0siTYrAZ4gyV3vjpj5ylLM4QRQzFSkpACA,1,1,1.0
9JbvMVUpTgp3cMVM2IZW-yJ-6-lHRRCL8S_oyfl2WcSB6nMQK_vRHik1eyTlHBifb_D4IdiL9rcGSQ,1,1,1.0
9Jd58oPeu107X_miZN7UxppOWzm9rprAoybQjruqNi87RCb0Efv-svOcfqZi7avTqpwY3ajzK22Jdw,1,1,1.0
9KFvLkmqFWrCx1Ao5qH5tXJ7zYCPKW_oYvJ7aJ4C907p1LJHu1SAwKcMU0jScMQVa3ChUTrsUlJPrg,1,1,1.0
9Kd1tpjubS71C8YpjTcohSGDGsBKXQRJ9IIHT9j6Bh8Un5U813-e3cv8pRwSGzhqTiRsuAs80egP_w,1,1,1.0
9LEyAXCQMVzmDzr2SdNUPFuzMFT53fgWm2_R4D5LKuf6vb6O_3E8ygDxP6tlHl6ldf8dzSac0FX74Q,1,1,1.0
9LGUfV2h0YLf9312x1_P80j0qVHBDqDLGjQM2aK8XKwsGPuujsWRHjAFMqJjLb5CIhFS587I3WhSPQ,2,1,0.5
9M3B9U7so2hTzgqnMid-XxEpiD5E45ZWdUWPd6pGNPjF5QZNGgTLuhgn9pFkFsUhAe1tI5yIbEvCYg,1,1,1.0
9NI-ykRs9qpqSvBSubAgqepjmTHuftv-BtXbTF6WtO2_Pkcl85zP-bqMPDcn_JyiZquPrvblHMVhbA,1,1,1.0
9OB4Ta5oUY74qiI7T9EGmcntNtno95GunI20Y7Kjg2MfzTHlOMMwXrJLD_xRv4mxfP6P-l7kQd6NKg,1,1,1.0
9OQRocn5j81PH7liEs1lJx2OFJ3dLRXoC-0NZ6BJuaCkSC-DuhDAabK3G7WdsUgCRuC-W6tcB-QboQ,1,1,1.0
9OTZHMELuxivQ1rRM2zlr0CKLvOmp2Ihgfr0eIqGlB0mJbREOIOE0h4CjlNJA83_Rc4I92PJ9IorPQ,2,0,0.0
9P5f2Xu8t3S7-BJZf5xu3P6371o1LA4HAW8vctr4_tVMWCwP-c_BeICsFPsakzqIcLHsSscVGfutyw,1,1,1.0
9PnhtuGFMrhA4QmuS2GYLXCyH59xQfXKoRUnGRhchg_Ol9xznWy2A8D9-EAg1Ix3uycgpxmleabsnA,1,0,0.0
9QYstKqMeJGM6IBZrTeTvNwq6KdUTOV_zLbVEzzY_EvECc23rnd8pnCFI50tUUDplsby3DJADgZ1oA,1,0,0.0
9RHyZgtcRSzQXjkmN8Hd_HPUbFzLhgHfv1wMThrDf6lZ8XuGlGOLO4KIgSGURvM8peByiiOkiK6w0w,1,1,1.0
9Ra_-98ssR55qys2XUxJObyCWA1SSs0p2JcQisGA1BPBkhj7v2dwPUZVpsqgFGmsYHdI87ebgOIkWw,1,0,0.0
9S2XKnLXaeIZhUWQYAvoCZqAG8YdFgGr9jxGenJ9zg-9XLrcQafjBu3-TRkRevFqizUGDb5TTc9TPg,3,0,0.0
9TADgUHnNxhx6JkvmuLXaOJNCCLbx_Ht_kp8vQlD6LHLNZjp0MJuruLqAdlADnoDR9zbySfF_6Gfow,1,1,1.0
9TJ7-i8b19rdIJJDEueXuHpyGSgjZ8hCyh8pk49362BTDiBoph3IZQIZiyhnHP6Ai7qM_I2sj6IjLw,1,0,0.0
9TdvO044wv71mXA-7H5MeJjPGiWtRWkybNM47b78RjTESNCjPh0Kpc5_8fMPdEv6aM6Lm_zNwhbh-Q,1,1,1.0
9Tq-iVUZysAS5B1N1DA7t25ChQihzS-0acJxgRFRWtbKl_JqqKRQLRCVMJVXN-vSEcfs1yxpIQwa3w,1,0,0.0
9UjYD-Bly1BFg2m32FyppgRMa1ZwOiu0QWJtSqsLFAi9RPbTpzruS8lgljvlG0PvjY5iYzzGgqfLvg,1,1,1.0
9UzmXKIv6vlA8uVqyiFau5pz1prvcNnddwiTmuZpRoQ1f0fJL0aOzkXUjZ1E-ijD_awBp_qnCcMp4g,1,1,1.0
9W_XKoVnPV7uhI0i1wI9UR-21Nt74o2ZvKoeh3p4pTt-LWE9YTDMVfQBsdNfdoqpgN1r2Ud9LtZnPg,2,1,0.5
9X7f-lyuiBidkRboYnVgwhbXlnsQbX9H90jc9vaPQvV00I9NNc-Ia_FFl1wesc9_4TFDLTHyZ3Ae4Q,1,0,0.0
9XQxIaNF4ONLO0zSp5xw4ncgcGWqu15o0_S_QhAaM7y5LizjjExd74nJ8kDuFuLFJWDC8j-hBpI3LQ,2,2,1.0
9YAYECOaTXfBV9Lko5q2wX-fp2EFxP1uYbKhD4VyRlBjrXbNfTBp9HKAj5SGAYKR7mPIwujj3vr2zg,3,0,0.0
9YMEe944fbLS_IQsSjhpU_uzjIZcGx40UDsHAG1rAlrJzEKvdldHH7ufgEop_OTD2WMtJjus7Sfw-g,1,1,1.0
9ZA4f1zaXZO5oIZ4_JI3gKWtTptz0Wy0EsSPHpWs7voLPGtxb0H6p57hKeythtn5qC-cbHbLOgc1aw,1,1,1.0
9Zq1OZbwz_u_gCanK6b00xitflApRg7uO0JtRv6gvYuhjgcdRSbXD_0CbKYO2OXGZo_1yAF4XTFBOg,1,0,0.0
9_8Urn17vRB-Mn_eoBew90C27Ymy_nNtPPkizbsInqdtwy5b5gepouRJYsRwxQcw84aSYCQOf5wGKQ,1,0,0.0
9aCiDNDOr-XQmwnMsk7rp8jI2Tq0HRq5a1Evb4I3xHXjUJFFXd4jvz1MbbbaMlg43zVjc3nBDRgZwQ,2,1,0.5
9aONnoZMGpQLw5eg6sa7aOZ8WrB6WtdvapT9t1vZYPFgp7TDj8mdV1sbJMveQ8kVZLnuPoLveukLoQ,1,0,0.0
9axR5k5VuPEhlx1db0PVoEZt82Mm4WoJ9G97N6ssYL__6qLpnIbjdSPwEFs0aIFWZOMUySGLb4IDxQ,2,1,0.5
9cFVi4WGr9Q8gdVxcfT4AG4gguPs_V6M9FVUoYDbJStOX6g4aj4RVBq6hSFM-lEd1sakcm_DFcfj3Q,1,0,0.0
9cTwJu1S6ht5AG-JniwJYaITyUzIO9b_D8CcqwlGlvjo0NrVsElhBcSuWCHz0p4rAGg1cG_hNmVIZQ,1,1,1.0
9eW8C1WdxHRxrctVK-WQmyX21KaTUL5j_zjEMBgwUVLOAxRQu4dXv6UXrTwq1Va6vnbg1qZWa9t2fQ,1,1,1.0
9f7uqX2GnPWP131-RHCk6NOKD_kUFaJ_lLm9IoHQdwIRMPC2E1rDVIYYEJvQp-zwNwKcq52ZH9ITPw,1,0,0.0
9grwm3plDawjWWiSovxTEQlmktS9cMEe8e4_qqn6Y9A4f4c8IodF36GC5RAvlp9fRBVsOnsmpk9xcg,1,1,1.0
9hExS3uwm402IFttBsDFgxnTw37zRTP1tFQCpHJdQqROkSPsSF_aZnrKlzvRH5L9rk103Zvbzt-liw,1,0,0.0
9hqSFkiA2n9xkqb2a_pfLKs63M_BX5xeunkx1JhjqObO0-SGF9uFwIQH95FuoDVLpSDeOwW-IVGcAQ,1,1,1.0
9j7-7szxQBL61JyiXpRiW2uxIQ1iD-vV5jfNm7p-6JMHQR9MC0zH6Te9td19S8BKmvK90KfKCc9jJw,1,0,0.0
9jF_szNrmc7NC33F7C-slaT2v6qwwGge-z13Ks_Q3nqiBGdLX0iT2MRObePYfb7oNNF1JMC-k0xYlA,1,1,1.0
9jgZEKyfBkAYZXSehw7k6gKWMMkA7A9GEQnM-1Eo03zPcL1OeZpBTF7E1LpoxWt5lLjzHz656QU6ZA,1,1,1.0
9koW-XHo3VlUA5IIVfsmZHC0voj6SK2pXlIhsZNLtzhU3JrvDFkHNGemJ_lLnP6uWMyFOYUy4_3JXg,3,1,0.3333333333333333
9mGU79OOrOjGks51yFwwB9z9oLp25e__kLtFWkA70j57oU3LTf3Rw-Vb_xZotJSnP0jB9IGFj4pwtA,1,0,0.0
9n10fPJH3bTsdiuzESTytptiPL0cq9yU8UtIxd04jdZKJO8PuYg5AIeROEtGflzKyvuQF8y4hBp1kQ,4,1,0.25
9pNs1tgkAsCoa1UFPZoW7AgQmosLQxrFjnJr_93KR4k_hBvp1rZuPZ4JUqGjotcSH5DyzkRwGjCpgQ,3,3,1.0
9pahvm-BtemDr5DoxOi-xlBcWre9_bMU9Xxmjpv8U67Sip8E7ZxffgBNvZmtUF9yoG6GibMv8ekDAg,1,1,1.0
9qmNFx7tV-wFMgbAdsjAEYzGztxDTXYxj0hmI-sYoFN42PI8MfN0zyHddLb5vgAaeaZJJtDGX9ggcQ,2,0,0.0
9rUPjaSamuSXlGnuWA-s-hdXz86OYWDdXGwJdzsPXhz2gNy_hCu6VdGBibC7TDhbIzxd044lzUHMiw,2,1,0.5
9rp21R4AfzHnAq4XcxPlW6vDOIjSrt4RMjl014WDGM_Y62P6kNUF1UCzTQqcqpN1Lj9LckoRjN9nBA,1,0,0.0
9sVBTUhaemrP60OyeHzaZBYU4oWTXkh2IZRP4H_IWEHVrwyFD0m1bYt1dLcuK6nAxDbCb08CUnwoVg,1,0,0.0
9siIPZWpW51Evj-Y0cEL5qhGNrhachgymRFYZ0MruhGg0W1hYYfpLdKTMy61NDkFoGS5db_VvZ5AXg,2,1,0.5
9tbVAJ1mwkgpcl8KxQUokyP3zuoQkBQd63m_RiBfBJZVTeK4LI5O2qbaFcMgkJ7faE1uVRRlgcrEZA,1,0,0.0
9v3PF_ei1SGAgpybyU5lmnqWAP_1AYsjdSNMdpNLa7q2G5BAqE99RXagkUhxkVPKSUV2i1Q9ZZdFeQ,1,1,1.0
9vCao2nbW1e1Wep5Lf4cwkd1WNM7YhueEpR7B9CfOl9Xa216h5iinRdyzIecvtPy9VfIogaxPOyOdQ,1,1,1.0
9vbxbVG6rGlWGiXRhdscMFeCLLb6nYGYHNY2gmqbUuSS2F3Vmr84GM8kDVsMGcgcIyMuIZ2DmkDxnA,2,1,0.5
9xca2MRDIfr1ZU1VT3obLua5Dr5ahYXvhJQqM46KPVZq3DnGHCJXnjTYtVeA7I6VKRjw8C-2_xQxpA,1,1,1.0
9xcixauAZF8DQi_aTDRqeVuMHpaeTtIr1U1B88WHNZ3iDhLL3JbXa6uu7_hh_grcode-GC3lX0VSCA,1,0,0.0
9zB0XNf1b67IytIzDJmKzK1Mvgh76QXCWWVxj3TKuafc246WgMBy3JWdEl4Sm8Wv8NRDZIw-F_U4PQ,1,1,1.0
A1arFXjKLP7m8byHZsQ1Boqabt8BFgcGfmZr5u9mH4kxTMLyohEFP61CLYB2n8H3GwzuiASi6oZfug,1,0,0.0
A227Jju4m3zESuVAKfpLVe8AZ5qc5cw77DqGfoUTxlV9hx5nu1eOi_wFm7Gab9Dvac_UTkonsmCwCw,1,1,1.0
A2mSLROCN3qsF3ZZy5rS7ivZinb9X_WZPAb8klaNhCKkbwlf6Arkb5fbJf46XQUj7HXhgv2pj3W9OA,2,1,0.5
A30z8S3NsvxoVTknLWj2LzjiOI_iF5CiiA_FEaB9C6mcrwFUzjg-V1GR4-nMgSSFniBgDgt0luqU-A,1,1,1.0
A3C-HcelxQRI4i6vpIsf8QAXZjBlVfaITmM-C4EztK6uQCR7HMTcOsS6XRxrs2SNDulbkqU9vEkTtA,1,1,1.0
A3MTilrQtyJUn7Zp0LQb5-dLT-3adlDdO686UJd-Wbdgw_GqARaT2qK7ytEBhn1ytLm0kOnMRw45lA,4,3,0.75
A49P2UPpWyL_DKqqSnRYCbVoaO98f7HdYYOSgijzLA0weJTUE3_wxMF0CS1CGrEneZzUPfTFbPE2oQ,1,1,1.0
A4F0kHNEAMWFlLQBw9BHcR3Pd4QmUaa30NwFsAml6jzom4RXUyN8Ok9mEspnoRMXFlIiHAJi4YPqHw,1,0,0.0
A4KHg3ZguCIEr80yDHGv4K7iT9gzxjRIPFIY5ZCDqUBvR3_wyrCj6REVe4HQ_yFLJ25jeeWT9FiHAA,1,0,0.0
A5yxaQmbYCNBd6YwnCLrgWuQ1lqbL7wXI4fjX-bTOcM78wSCumFx3gICEljUFTdbvopSFJ604jq2ew,1,0,0.0
A82xZ4A-tvTi7wwO7OXCcCZvvYqPi6sfhjezttIXslMOzXc9-WA8i5qX-KIUYRWi9BrFT2p33Axbwg,1,0,0.0
A9Gryl88-NNCmJCGNUKqowPUYWWH4gT4CQ-68LTVW0Zx-0TJfvKWLyrM8HZ6czH9UyW28g5qCdq6cA,2,2,1.0
A9RIdLMn1nMW79JehSRVKhuOzEd0aA6_T4BKh4wntFX6pVnmPCfg4nddzlFMmsX4uPv9u4GsY_qSeg,1,1,1.0
A9iM1z_j3d_PrVQr_taT_G1C_pMHZYBlRktVtS5X9KvYRib8WE7BQMg8ApBOyJZzvCxi-D64RLS8Pg,1,1,1.0
A9wZhiK0pV8xs92pWgbiEyBjQh63akj9P93qXChAnva2T_c44I251kF2KnVmbDnmTlZEsgvoYayBDw,1,1,1.0
AA-6LdZQgiRtP1nAidLAlfZxE5uapuonN8OmebZqHEdbsex1WUZJqkBz95VKEJ1vMoedhYmCnu3u0w,1,1,1.0
AAkpymib28ZRWP8IJYbeTv1BzC0EALDoYXHbroptzhmubUeHAmEkicreGOLBmHN-lSMw34lPUIDnsw,1,1,1.0
AC9AFH09CL7uvvxLujjCgWB88JZjA2CBo7gsZCFCLV7oC3QAEQwpGxE-9V3qf4By6gaAmPls5KHXTQ,1,1,1.0
ACgpWOJtM5oeFS_6anWZagW5eoT1OnJcUoDGBBrpUHiHHB89miyqR8lOb40OcT37gjdG6VDD_o1ZNQ,1,0,0.0
AChVHIbcS-QuEo4vnADtTeFnpn3JoCR_2hyE5L97zQs1fOthUYhiAaDNfCJ_H44nAAMzgehvuIbWTA,2,0,0.0
AFKyHK8_9R8-juA2GzKmq0fPXPfugYVj5ulRvjn-I6d6kTfLvoXz89YEgKML-4cAaG8_p7X8PlOaZA,1,0,0.0
AG0eYuQb-OsneG4dAZsonczWsHzsFc0UewyczxYR_Xb6wVrrgh-bFeV5RMohBtOVPYbnUhlIwBTLhQ,1,0,0.0
AGkIIBbSx2foyUhWZKRASCrvpbEbaNCv-M6kEg9Jw6txoQCkXH_b4yRYsmqubYpl_gZ2F9POEqhd6Q,1,1,1.0
AGvmOxkMISzLBlt-UTwm4cIifRNy2BGY9ZWbmgeQ3h35TjK0EuxxKiEif-cA7xUf4bTHRQ65qi3aTQ,1,1,1.0
AGyedRtW5B5Ahm8TcghA66LwJtxVyndmbWpgLNRAkbtME_zTzestmY_mVvtEtqX7wcrssHaFR9YQwg,1,1,1.0
AH63scFLJFyMxTnFGcKfAE-xnjkzC2rvGaJdVhBQ6WN4UkdNj9UVRNv_9Zbx5YUBXvHTXHOCCYxuRQ,1,0,0.0
AI_w7TF_kXnn7q5_qmj3gTczsUHRkKTeGsqCqA-ZjKwdQm1ZBIzPw9BDoQSHIYuFdNh0R9gPMQd6_Q,1,1,1.0
AJGllBCkJuXC5Na9Qvcoc8cJZEQCJF_HOssoay7A4V-HuXbWpPwwhsWYKqQDMn4NhHnHcgL2fy44Dw,1,0,0.0
AJI0OqPP9Nbi0Bb4qREHvF-3f1PwryzDp2ug_0IFOS-MmdnxS0eI1i9oiIObR3lrg71jlKWiOtWFKA,1,0,0.0
AJ_Ho0yR7T5Dpo41nEn1nbnZjdnbDMdsH08G86UY0gsmxN5crAI1nWnrj1KUdOo4hnOyY0LhUA9HLA,1,0,0.0
AJqlAnOTBaOdxwFhdpTG8QWyb2Fseb6Vm-VwEZojaM4XSH6trxamvOIhKV0TRFla6zycbXR-o1xwBg,1,1,1.0
AKJfszdw618pOffhUswMUiTasGJIaRGyj-yvAqFXaTMaqPOILjUrQHkEJ7G_hMa56pCqremotpFHPA,1,0,0.0
AKvrQHTjPq8LAGKtn_8LvJKZP_TcgCqy1NG9Bwq4d2s9GX9x0NLt_VzCUy5JnUq0L5EygeqGDAXXFg,1,1,1.0
ALYM4fAu8AsWt-o72YdCdn4PZAleYVUyppeHLLyxUSfU2hPXVWW8naj0lhP07pIT9jLvyEWODCALGQ,1,1,1.0
ALg1QD5yQHMC8XJYZHk6bool_EtzzNMqLjhoQsABq9yGyiIuWvG4vz4-hDRkmgyLpuRCrz3mYC2q_Q,1,1,1.0
ALmEfIzICsEaxJPk0Qee95mJ3uQ1qRnu800agRjqud7hG4yuGb_ZgHnsc7EuXjJS3lKaqEYMAZawRA,2,2,1.0
AMCPDkLwn86F1F8KAlYtDhV53icHtGwntpn_YB_RxDzid8kSKmW1mnrFj3O_wyrkebjcxmpDyiFY3A,1,0,0.0
AOWqLUKM_J306nLnHwSmOmxXnqirvL7VJftiB6dnc41HyCmJsXeQJSN3AfNIw2J91p4VB6fD0ovI9w,1,1,1.0
ARIybLpTqxiteS2ZB72FpPc-BJYkF0nFvkCqarUntOX4dpZc5LNLIgKctPatNwNVf2iT-sGC-jY2Tg,1,0,0.0
ATwhyHTUdB5-wihAsFtI3WZjdmDeuRf84y1cKze0iDH4JiHdB_XtNKDMblt5KCiYhnld3HuvwakHkg,1,0,0.0
ATxcfrlsUtMmu_8JXiILt2M5cmSTNTqCaWa-7uSm4RgHzHTkqt0HUEdxzp4mA7ujh4_mIAqucYTLtQ,1,0,0.0
AUImUOtnSo_jVELfrdVeCSxBQb5NHgyrgeWjoaR8_5zwjZTgAMe61SHEKASFa0cMO1TD8Bm1W05-vw,1,1,1.0
AV2xF9JTtjTbN_mZPgO8xU9w7SBoWR1RFFHTkVL2bftYGLQL_VtC2UCCzhjmkfhUOZPBNiUqoNww6g,3,2,0.6666666666666666
