u_puuid,v_puuid,anchor_puuid,matchId,queueId,gameStartTimestamp,teamId,team_win
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,mnlz08e_BvGXsMmxV2FN-bvaKOvQIHD_wWM1CDQFKQlLnPK6C35bS3SQPB17StNz2-2CJPlYPDLesw,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5490054892,420,1770882886520,100,True
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,EZfAUU3x3jdNnUxa-LWsufSqdCsc3Tvb5EHEkBQh-LZEdd2kNAxGG2h6FBMAjMURn8ScLtaU7FTLyg,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5489755517,420,1770863157824,100,True
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,rQKzVEQVGrkUbT6nDgoHtAnKBn1SGROVIAeeZUbDWHCb6jCYB8XAONcpX-kUc24BL2_ZgrSB5yPLmg,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5490015095,420,1770878787273,100,False
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,Cqo6dL3npr1jSnSOFCFP_po_tda1RUdWSk6ErlnjZDULQnoumJOScramVPv0uvZ5XRiS8TIyBEfKHQ,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5489911023,420,1770871523437,100,False
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,bDdB2X2mdF286nAAT7B-CD0ZAwudq7CDV0dRC0kP7i2AdPWxYLULLDdxZuZsajeSS8s6XwDayxUPVA,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5489971414,420,1770875517561,100,True
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,UkymFTgDji-n7xMUiZo-HvU_7QMmBhugYmMu3XZS1sxay-ZcNdd6sn7SHSQEUXU5nMzjkkPFQVNm4Q,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5490015095,420,1770878787273,100,False
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,sQ7Fb9rRNbJw7g0RMfEbe4bLBWB74Nl8Dm0StsT0wL_HIzXfkpXXYf3pPoxE24y6EmkxzZ47EM2CUQ,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5489971414,420,1770875517561,100,True
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,Oo8LXFm8s-VTh6IzRToN72LITwOQ7k0Yc4q_cWUREAjOJjwPIKdzu3qubZNrkKQFnB_mjvIZDlB31Q,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5489449314,420,1770835528410,100,True
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,5ukUjY7DFyKYN_bpl55BlQzSm7Zrt8ywH64f3Ld6lYCOvLtciWKS0vUjTgfzNkm2wdmZwjWfYBj2cQ,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5489993889,420,1770876976301,200,True
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,P82b7dUGFLaUZXrXt8qlAXnolKTiFyXaWRXJma1JCXNC8aX5baEKjGbKIbJlmVr1DGVyBtbEBrh0QA,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5489866949,420,1770869111748,100,True
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,X83dHD3pbM3_X7AHk4o8RuhVZ6LCpncteN-PfDiBVzuWxkXn2KUj37OSwbU3q1oLRrVXsHtP_7teDQ,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5489942948,420,1770873495329,100,False
0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,8n4S3-QOdOLHBAF8EMabE5gLB04I-FysmCdFoX5wRMBLa9zomr18LvQDXEtDCijiN6dx0B-yNz7y1Q,0TS2T3q6U-HvCcRvrHD901ufBcqf8PJQD9FIezhhb87jgq6t64QIiKAG6BAcpiQkcGw7rmfA97dyYg,NA1_5490038515,420,1770881333716,200,True
