u_puuid,v_puuid,matchId,queueId,gameStartTimestamp,teamId,team_win
85iQkBP18b37cfJyoWcrBObUQcBtwA9yZXnJ66weVFBU4GAYvEPQZHXXYvzahiyDOVVLNd1nC0XWEg,NpYjVwNU2qUBf_i4NINFLygUJWv3Dpja7P9Z2Wzkh4Hbddb2zjBpvqvvJpIxz_L75-yrr4-aTmhBTw,NA1_5489294588,420,1770797466286,100,True
85iQkBP18b37cfJyoWcrBObUQcBtwA9yZXnJ66weVFBU4GAYvEPQZHXXYvzahiyDOVVLNd1nC0XWEg,XSaGsLUHgr6rejpjPCLRlcisgGV8M4UKH4VkjfVjtB0pzt9HA44xlFf7KpybvERKizNLGjah9zmdGg,NA1_5489294588,420,1770797466286,100,True
85iQkBP18b37cfJyoWcrBObUQcBtwA9yZXnJ66weVFBU4GAYvEPQZHXXYvzahiyDOVVLNd1nC0XWEg,lZYEGIRl--Co_XgvDjNvEEYMqSUzYVMyUH6agxvw2ACKSvSAmNStuJcbcGOdnPbDK6z_qpyIIewBpQ,NA1_5489294588,420,1770797466286,100,True
85iQkBP18b37cfJyoWcrBObUQcBtwA9yZXnJ66weVFBU4GAYvEPQZHXXYvzahiyDOVVLNd1nC0XWEg,lkZ4S6bG4oVbB0WLq6QLfwAyeUU8SAco5xvKu-fuePE8zYIe-Na6n2pDCJoS-iGhNsJ3ozQr_sM7ow,NA1_5489294588,420,1770797466286,100,True
NpYjVwNU2qUBf_i4NINFLygUJWv3Dpja7P9Z2Wzkh4Hbddb2zjBpvqvvJpIxz_L75-yrr4-aTmhBTw,XSaGsLUHgr6rejpjPCLRlcisgGV8M4UKH4VkjfVjtB0pzt9HA44xlFf7KpybvERKizNLGjah9zmdGg,NA1_5489294588,420,1770797466286,100,True
NpYjVwNU2qUBf_i4NINFLygUJWv3Dpja7P9Z2Wzkh4Hbddb2zjBpvqvvJpIxz_L75-yrr4-aTmhBTw,lZYEGIRl--Co_XgvDjNvEEYMqSUzYVMyUH6agxvw2ACKSvSAmNStuJcbcGOdnPbDK6z_qpyIIewBpQ,NA1_5489294588,420,1770797466286,100,True
NpYjVwNU2qUBf_i4NINFLygUJWv3Dpja7P9Z2Wzkh4Hbddb2zjBpvqvvJpIxz_L75-yrr4-aTmhBTw,lkZ4S6bG4oVbB0WLq6QLfwAyeUU8SAco5xvKu-fuePE8zYIe-Na6n2pDCJoS-iGhNsJ3ozQr_sM7ow,NA1_5489294588,420,1770797466286,100,True
XSaGsLUHgr6rejpjPCLRlcisgGV8M4UKH4VkjfVjtB0pzt9HA44xlFf7KpybvERKizNLGjah9zmdGg,lZYEGIRl--Co_XgvDjNvEEYMqSUzYVMyUH6agxvw2ACKSvSAmNStuJcbcGOdnPbDK6z_qpyIIewBpQ,NA1_5489294588,420,1770797466286,100,True
XSaGsLUHgr6rejpjPCLRlcisgGV8M4UKH4VkjfVjtB0pzt9HA44xlFf7KpybvERKizNLGjah9zmdGg,lkZ4S6bG4oVbB0WLq6QLfwAyeUU8SAco5xvKu-fuePE8zYIe-Na6n2pDCJoS-iGhNsJ3ozQr_sM7ow,NA1_5489294588,420,1770797466286,100,True
lZYEGIRl--Co_XgvDjNvEEYMqSUzYVMyUH6agxvw2ACKSvSAmNStuJcbcGOdnPbDK6z_qpyIIewBpQ,lkZ4S6bG4oVbB0WLq6QLfwAyeUU8SAco5xvKu-fuePE8zYIe-Na6n2pDCJoS-iGhNsJ3ozQr_sM7ow,NA1_5489294588,420,1770797466286,100,True
7d2YuX_pxV48KT7LDWA_zi2a5GCZ_IB-PswTZYweHbBKIO-8xOeYgfwzeiokjw-hnzLXzzmzddnztw,80B1IY3NrEuDsu2I9w_HlyfZLvwgA0NJKVw5FrheR9o3fJbY4Ci2P_fPaw_DMh2Yz5WOCALEMNYkcg,NA1_5489294588,420,1770797466286,200,False
7d2YuX_pxV48KT7LDWA_zi2a5GCZ_IB-PswTZYweHbBKIO-8xOeYgfwzeiokjw-hnzLXzzmzddnztw,Pd49QrzN-GlWNPOjV7woF9xzTy2x_cttGzDL6fw_Y0205uQ2AGkmEqeIz1tolCPE-0EjWlcghdgHkA,NA1_5489294588,420,1770797466286,200,False
