u_puuid,v_puuid,matchId,queueId,gameStartTimestamp,teamId,team_win
2rJy0Xx0Dqb2SwtCGJOQnnTcCN069JFmDrAWCLDDstOCjhuPDEtFsKkyLFYQwT1Q7su6vDVxabrDsg,7d2YuX_pxV48KT7LDWA_zi2a5GCZ_IB-PswTZYweHbBKIO-8xOeYgfwzeiokjw-hnzLXzzmzddnztw,NA1_5489311424,420,1770800023294,100,True
2rJy0Xx0Dqb2SwtCGJOQnnTcCN069JFmDrAWCLDDstOCjhuPDEtFsKkyLFYQwT1Q7su6vDVxabrDsg,RLq0o9vmnNFk-rYkF6hByNrYo1LetsW3Id4pWSJLXEG2aLOlkni2ZB5j8Y1SlaYwLfUFj9i7MAB3CA,NA1_5489311424,420,1770800023294,100,True
2rJy0Xx0Dqb2SwtCGJOQnnTcCN069JFmDrAWCLDDstOCjhuPDEtFsKkyLFYQwT1Q7su6vDVxabrDsg,jpiRMU8QuScPkepiTFg6mmcoayAlKppbxrft3hIWB7us9yzrWl2YUEyoXFAd4bFFqs0w4fa8TrJByw,NA1_5489311424,420,1770800023294,100,True
2rJy0Xx0Dqb2SwtCGJOQnnTcCN069JFmDrAWCLDDstOCjhuPDEtFsKkyLFYQwT1Q7su6vDVxabrDsg,we2HeSDLpmdspufZzKCMb7JlErcSyqryXx7zP7BScACofNw2ObiSZDMUlBAQJsvaH4Q3hhnGuZwaWw,NA1_5489311424,420,1770800023294,100,True
7d2YuX_pxV48KT7LDWA_zi2a5GCZ_IB-PswTZYweHbBKIO-8xOeYgfwzeiokjw-hnzLXzzmzddnztw,RLq0o9vmnNFk-rYkF6hByNrYo1LetsW3Id4pWSJLXEG2aLOlkni2ZB5j8Y1SlaYwLfUFj9i7MAB3CA,NA1_5489311424,420,1770800023294,100,True
7d2YuX_pxV48KT7LDWA_zi2a5GCZ_IB-PswTZYweHbBKIO-8xOeYgfwzeiokjw-hnzLXzzmzddnztw,jpiRMU8QuScPkepiTFg6mmcoayAlKppbxrft3hIWB7us9yzrWl2YUEyoXFAd4bFFqs0w4fa8TrJByw,NA1_5489311424,420,1770800023294,100,True
7d2YuX_pxV48KT7LDWA_zi2a5GCZ_IB-PswTZYweHbBKIO-8xOeYgfwzeiokjw-hnzLXzzmzddnztw,we2HeSDLpmdspufZzKCMb7JlErcSyqryXx7zP7BScACofNw2ObiSZDMUlBAQJsvaH4Q3hhnGuZwaWw,NA1_5489311424,420,1770800023294,100,True
RLq0o9vmnNFk-rYkF6hByNrYo1LetsW3Id4pWSJLXEG2aLOlkni2ZB5j8Y1SlaYwLfUFj9i7MAB3CA,jpiRMU8QuScPkepiTFg6mmcoayAlKppbxrft3hIWB7us9yzrWl2YUEyoXFAd4bFFqs0w4fa8TrJByw,NA1_5489311424,420,1770800023294,100,True
RLq0o9vmnNFk-rYkF6hByNrYo1LetsW3Id4pWSJLXEG2aLOlkni2ZB5j8Y1SlaYwLfUFj9i7MAB3CA,we2HeSDLpmdspufZzKCMb7JlErcSyqryXx7zP7BScACofNw2ObiSZDMUlBAQJsvaH4Q3hhnGuZwaWw,NA1_5489311424,420,1770800023294,100,True
jpiRMU8QuScPkepiTFg6mmcoayAlKppbxrft3hIWB7us9yzrWl2YUEyoXFAd4bFFqs0w4fa8TrJByw,we2HeSDLpmdspufZzKCMb7JlErcSyqryXx7zP7BScACofNw2ObiSZDMUlBAQJsvaH4Q3hhnGuZwaWw,NA1_5489311424,420,1770800023294,100,True
