puuid,games,wins,winrate
1z4JeuFRtehL3lFtYHmOTOrrsUe2WZ032Y-KncEtW_wkQvJC9nvsDkI6JEUKN7SgKTJquPbJyWZt4w,3,0,0.0
1zLQ6H83MdZwl7pRX7QLefLKQs0on8xz8VorUrxUPLOjiZIskg4rdBZSJ-5J62quBg7_RgUV8G6K8A,1,0,0.0
1zO1Now8m71j4UKE9uZRrLWAAdLaRseuVIfCJu8Hy9GPOoPSxQkyXxFXveciN2v1W2pQU9mai7qOvQ,1,1,1.0
1zOS1ASH9-ZfzQep6wZc5GQ96xVxSoZyo4GWCKYl5wgMgIewG55YVIr1R3djpscAAvWzzt4yw0ping,5,0,0.0
1zYQH7pZS5s6_IDrj1WQCaI2mXb7O8FIChxtYo0BAyW1CkR1BsG4gQmDV0HQHNLYLZPDKFQ8WC2Fkw,1,0,0.0
1zZZfj0R1pLNuNwIMDtAVyMiamrAE6AMFQiPGfZMZX4gakfIg271tA-zTOzowUVEZ55IH4-P4ubAUg,1,0,0.0
1zceuz4L9yd_y_ENOPJ97qSAwOOlAIJcBZYRxiACXWlR0rq5LqTmwNdg0WMhtwizVBJbQnEJ67KJEw,1,0,0.0
1zctajHCFwlNoaT-rvKSlLJ550-J51egrfZwcoa6D3-cGu0vL1YQutsr8NJdIAmCStucOBDi049EwA,1,0,0.0
1zde4PGDIEKFKAcSt8pvKVhswiHGPtSQW5SHg6kWsuyZJ-RblYe2jL_GmLxgF4VlRc-cZtUXF32lmA,1,1,1.0
1zr4NK0q3AbFkOo4VB6sT05L81xwyEw1bjyCGqqyFA_s6PhqmT4WLSUOHbKLk-QiWNhYBj6gtpWa7Q,1,0,0.0
1zuk94nnTKQqQNTLV6Fx2Eg6vzpXffE-gET39PjQ_atFgeFsXdyPc3btFh5OGeeOC2JV8AM6Z6wjnA,1,1,1.0
2-0EyaTH8dVuIVnA2C09HWQp7rIV6iVcF_lNt2J3V0_Wy_Qf_UPcv9tXUBl3RY5zkywo2emNjxC3Dw,8,4,0.5
2-BYXqVNwOENupEgBASi7-_jzpTjPK49OCTa1TKttmD0dSQBPB4Z-XepRyM80ztrRdQcOQuzUudIhw,5,3,0.6
2-KicaTB8Ru9pvTwSE7CLno4739gvzGaNjMc1pD90cBS6pDQEy7LXFd_qMcVDBH-Li60pwBnK_mHYA,5,2,0.4
2-V1QxruAKr1XZLJk1jO7hlLU5ETqfQIOKHF1rPW8E9k9E17HPiJL_uoVH7jfzD-THoNFaXOxKBI4w,2,2,1.0
2-XIZcX2DCGu_6Na7NfVTSJPXHDLc5OQiMYQZa6yApXmguOBi6LP_2jxzAhoaOiI-XZbrreRC3-_uA,1,1,1.0
2-XqUMcTHc1EvxBkaZWor_mSx_Uw4j1v_QqsOIZ4MBmWqZf4Zkh0v-SKboVPOBoMlZtTd7iCc-ClSQ,2,0,0.0
2-_kultG3_lS8vuexKbQ3jSJMfeRd6Tx6yLnaPo6IMemvG_HveePSBSD1vmSuh6-rb9N7JJbrbxsiA,2,2,1.0
2-ccxsHJRbR--c3BbEORuOYY2_QU0tET2mCwsI9z2IpZWEyLgpQjR0hFJydUv0Fbv4-00YvRPDKgiw,2,2,1.0
2-oRyPpQlsFM0JCgMjnagQWm68hdBeHrPJJwwHPZAhahztI_m3bOj481y4o85flnFVePsLoAgWlHKA,2,1,0.5
20-q7wADy3NnbenhkFNQZcjHzMmb0pG_SP_dxn6BAS57wjI_5kpUVuMr4SXxu2ur8qh_6y3SNlSisg,1,0,0.0
200n6thE_DePhY8wQ-oOqak1LJ94CX5F6p-rL6HrdRAzrwaxr8XDQLC6NUMLi67ah_ib03XjidGcnQ,1,1,1.0
20_C86mypNVDBvEBZaPew6V4kOwjmKLWAg1j8w9HH9gglCGmDEBIgFMuR_9boxuM5fRpqL0KZyqMQw,1,1,1.0
20gb0NjCLJSVrcqrBQ0LPRKHgAHh2U9FNSYCBeqPMk4Pf9WOVME7n3F3odtSnfB5OKjZJfyY93so-w,1,1,1.0
20sEA-T3Titb4v5x8ghd-YNuQco6dMnY56B8Y9oTpqNTcR6BcKMWHTD5Gaxa49XRYREZjG6Q6pPeYQ,11,5,0.45454545454545453
20xYWUhFYRCD63gjEyvOon4QHEqDqpeE2H9EQREOmp7iabETU2wFtKkfe1tVRYW_KawyNZNLeyd2fA,4,1,0.25
21VmYF8M1ywKC_FLSBdpwIJ6kj0b1YnAhLJVLuFdBypU8WuUP4PvBJ3aGgyuPXP-QPVFxWLEFRFF7g,1,0,0.0
21YEzb4LtgVpAzB-EWt8-M9_Z24LMzWi1C_haW-ufVpKpqqkBfJ2SlFnRzu-JMIP__aknSH2bVlEnQ,7,2,0.2857142857142857
21bq8C_JjVUQ0B5rrknk76VugKjSv-wh4ghHZnlZ7M0mAObrAfsS9r2d7Bjeek1h-5tkS074K6dPHQ,3,3,1.0
21hMZi8ETW9Epsq_ihW5PY8744o8TRIq1aqCWaFpiMpech0JjNGn51GipvTLYYa8IA1FStxg34rStw,1,0,0.0
21phEcxZllMfyhE3EyR6Ga-n2nol4KFMfU5R8xis7coxtwc5fp0UjdfZU7FIos6mIOtii1DRcfRFxw,6,0,0.0
224xxKLx627FL7t4scDHVHvSnqUQ254m2KKRkWhDXfGp6Ro9_pXrjFohZp_jXjzaJZNJHV12uDOfrw,1,1,1.0
227wLD-avNDXJUBYgpJAQrQps181SEIfiZo5RfzG9Q-qhjFbPgSIhuXi1_mwnlSTtqO4IZVvkXwIXw,1,0,0.0
22FNJTXRTKu4gPBYBkOA_CVSWFTfbzvXpMC2BXGi05aL7fbAEvg9XyCdy2Zh1IDQErbgGl3Xxvtxfg,1,1,1.0
22OB9NkbXDihz91-dGtnAvWNHjRvcYpesMDjlaZtnaLDYCv2DxmuX6XuABwrLs-1dsSNBT7ympdGgA,3,2,0.6666666666666666
22PjDr3tRJDr9na71gVlC39HTI_ldoPzrF45Nl90M6q6BC2IyVNolmFP6zBsJdEJAUgRqjKNECL2GA,1,0,0.0
22WHCcEF20djRLNb1jyWvF6lgccSp5pFot_8GKA-PbVXfnTGG5yJcPG01X9cbociANLIPogZKg-Lfg,5,2,0.4
22YHQBZOoMSj-qJYiKL6ax-sk96qbExNjoN_o21vtDmYGZcQTdz3eoxZMAApjWcuYNlI5ApSu6uKJg,4,3,0.75
2300a2IoHCob0FAOPa82atJ6mwbg-tZVtUHqWgX-MH67ZVWxMBqKxA5DoqNZDO-Ft9BPfw0fAnwixQ,1,0,0.0
231wHaZ2OTO7NCf-0btDU3ll6YHKcwJvaLA9muKr0bAe94_FYMCe3mt72_sJq-3MpwUubqoIQw468g,2,2,1.0
238O9Y88QeIkLZitoOfNuqdbcFo0JMwdvkmbJYKSctjvpHrc0Yv31H_A-kr1xE4y-5bS3zS-22Woog,2,1,0.5
239Da57BDBNXc1oz7lIBBcDUKP0ZLyOvA8WMCeIl4zdzixuG6itzUrJJp7emB2ZyLOO2cP3TPYfSLw,1,1,1.0
23BCHTKm8bES70Z05N6mJzAC542lL9I-APBbg20dwCD47gUVigeQ42fvsOYe8uNXQFA5ynGTcs6IuA,1,1,1.0
23ogJzEpVoLtej6M5HN_xYa5KfxdQXH3l4wZxyhy1bBG5FuLVJUMUJm9R-LP2t1Pi56ZFDfYmnO1vQ,1,1,1.0
24K4vF0-XAtLgYJz78qzlFI3ztcFaj6xPPJ02txwsh5uDOTQ-BZa4yJAmiCEdWDL38lcFoUO-k7uxw,3,1,0.3333333333333333
24Sod9iDaUEl9wcGPztu1HK54RA-2BNP70LEt1-kMPVOhoA1JcI2WDwiec7ZFqRk0-3ThS8j7GqB1Q,1,0,0.0
24V3lZ2rtixzVcfHti4knL8ZKJQxQAaRoYJoP0ZrkYSQL0KbExTfaDXyXqXvr7rts6x1a5f3V-XhJA,1,1,1.0
24X7TtBcMPMQwkoGquhpiHv2Jb6z0FQXrkGRwq9m05GNKYK_C64SrGwOhAbhyA5YNp-SeMZRSDugQw,10,6,0.6
24fsXQFECAnJg5H_XB53LnAI7XFl1hpvk5Wu-WD5rZQnw14pWb8vStXWHiJQtLwYToxubouKnzwHZA,1,1,1.0
24ftj6TPWFAk79VfUJp5rS41Kqp5WjawLwz6gRtlXSz8YHFjoPB7b7gFzVQtBz4fP9S3f9OEDeehVQ,1,1,1.0
24hk9ub6WdfaOQaIZm2f9yKj90TFduOJaSckgejleD7rWhWCKj2ZTYS2LXPsARMW6RNJWMXQ-C-hZQ,16,8,0.5
24zIBLJTL8oEVShqgu1IkHE2onJcURTMVez_fwHl-7poFa-yRuRtIOwVQBt-48nic_AW-DSHigU4pQ,1,1,1.0
25DSjhhXu0sFGyJTwdggffg3k2RAJJ_HSJyTS16ayqIF-uNXtz_sQnSUu1gnEy9gpWn2Nn0Lt0QNrA,3,0,0.0
25SWHr5UI_N4Id5KdvQiPMbIpwDlrO7JCcQeSRbTElndCOVjYVpB0WEDQF1RnQ1bcWgJtvp5ndJ5rA,2,2,1.0
25W8nqb6rUCX43BiqG2NzVbX4vD7AdXiz5DCf3IdVW3XJP8YkXKNMl1d-G71zntzR-S45ogIVVES_Q,2,2,1.0
25brm2rqkQYe6w_PN8dOpM0bRJ81FmjnV-kp3V2uUzMIOnQvJ0vuJC96ZXwlDC9QWtlHLtXONAnU4g,10,7,0.7
25mZJYPTXS1gUGkFBFxRsGEA7BBWCxhaOrUvNgMuG4wIC-433KhUaQtbxfl6utAEf_EGcNxbVjCIYA,1,1,1.0
262kz3wxfgeHWN-z_0urdI5WjrnIlqjSSAwGjuVxnWi2GYRTsIf5dJP4fXSD9mdashN3y3uNq7Szgg,4,2,0.5
26G12vHOIYzFYhZUOQkJvs3l0emVW81OnehiOKHpAIjwHEXraidEltXpJFOff8pJJdMosnyUNTOCaw,2,2,1.0
26VZpYJQ25dU49miBQYHEzqUp_Oe53FSYUbZt1O9FAOsP2nIbVQvJosT1yAg0ZWPVJNpsquFS4vi1Q,1,0,0.0
26bCnXRIizySvH3YVXsPw8I__xA6L3nsERTPaUN1ampOboWKHtyj_VqarGL5DV6lgw0z7IUM6QRmHQ,4,2,0.5
26tL__LOPvwlAQR6gRtjZLaQwrc44Idt1DVRR0B-fPSzSlgKRTMJpakbtM67Ra3xbFw5qxqeONnFVQ,2,2,1.0
2704SdT-8PHaY02d1YI_nOH5GRz90cAZBKS5XN78odrgMy2d_5L2puLaJKmC3Ki7sBSr4zIqMOJgSA,1,1,1.0
279sih5NtvA5KQ6iC0Ty2XYKGM-_if02st7VAHJClexTqkmlKkfZfiXlUnOsbiCazBU9g54sJamU2w,3,0,0.0
27Ecu-k-p2gnROwIsxIFEhWwua2eyuCjaSrYiQ7VSuKgTAIzzaX5o5yocWlVUY30Y_Xz1RUbKTyH9w,2,1,0.5
27ZKwl7tzyFlR0Wyxi6iEYbBoxGHiZmr9eYV5ISs54A54-Oh1dBMAOJgYjHxssp5jwy-wD9yhRscwg,4,1,0.25
27eS-n3Y7GrNusV0w0fwmLzmpYTyZ4fPamg3PzMBHQP25SHp0QFs87BoQ0l-XynNid2SjFsFtZRMDw,3,1,0.3333333333333333
27hAq01XhB-9wWUHmriUuXztnbdwn68HVTxkOrlRjTAHKfYNvQwN5JkjgQfQCN6Y_09aV8RFb9MimQ,5,2,0.4
27j6fdX4W9ZoTOHQwm2liNdBi-O-2EBGpjzA-Ik9meO3N8lQxv7SOZU7f9IPr6uJXFS0evH46XvvqA,1,0,0.0
2825yv7OXoyHyg5pBIB4mm70scxdO4vsRK-ikSHlwBR7Tw7KqZqz_I5Yw-qh4g0L8IOfevXMKGL1wQ,3,2,0.6666666666666666
283W7-6ZghH3hb3iEQkKGmOa8Mj-64Zt0vcXAbnyGejWcPMWMR2xCjaXTmjhiPuU2kE-lZVHtx8vqw,2,0,0.0
28BoZOReERpdX3DAJkp1ZFZRw9r0HG5BOQ7n1M9j8J7CHJ6-ei8lZyktBKnkxpJIgWgUjfuQ2Z2GPA,2,0,0.0
28UvzYLXW1TD0rA8PCrLA0_7-ETkp65OrfKgwgyfnqB7wKLpQtXfITvqPe19Vb6nKaa4LdXFIcyI1Q,2,1,0.5
28ZMmiPYvvNYNLFxy1Utp5mBudtfPJeIOUeNJKeYjU4w9zR--HJcNIgES-YoURKC0ILeXTfd9nkTjw,1,1,1.0
28_k-Ubz3LggMCmkTecG34EU_IUPTMVPkjHNZs_K6gplcdiriHKu1fjLPMkVooGl1C54jEbAdffmow,1,0,0.0
28dVpQyfaYXy1a38PdtzVpIsl9jIXOEb4o6fWDy8T4uKxG9-9543hckwjid_kSwz8Oa_wBlezBRa0w,2,0,0.0
28tUuKXcNhcxp79g0z-4s0JPW9lkqlTj2vKOiIyY0NVu1Sn1Yl4VWPXBnUA3ZG2rvb_4NkwEiSbU2g,3,2,0.6666666666666666
29U4tRIBr-ye5TvpgLv6Fw0ZwiOmNA5kkSVFQndYxEOgNolDL9NW9cmHGw9lFQ9BH6XpsBkH8Sy5rA,2,2,1.0
29WHoq-wTvcxeNBNCGbItSiDm33ZscXjLXdL0AJdi5K9Jlt3Oc4W-koOo07LpgkGsByTfB4o3fOLAA,2,2,1.0
29hpPf9mC5WyweKCfJSNn4bMMC06_2UV_qJMH05rsbNorWK4-YcQ2e5c3y4FEn0uOc5yhVoA23lAng,1,0,0.0
29lA3UYNfZsVc9ZCz9zMOefBWgWR0G5hv9dJD7avCTX6KJhaCg7adGmG7COfojovymmUrE2Jne0Wyg,3,3,1.0
29oYvge_B8h6jjdgsLtrmRPN4HvOFesTW7LUJg6Imnj6JUDTEIu21mLQ9d73ZGkY5LY4AsnXnmS0vA,1,1,1.0
2A0IxP_Lmkqd0CE4yFO8X6A-nB4J3b50PrFwJihE1pGsLepMV9NTnavRNNYFjfYBW0y_X_Fym7PHYw,7,3,0.42857142857142855
2AIUwi1s2-wAbmiZZBn_MlzBr2gW5JdmLklb6jFpd1r-4SwhLNOsgWbUhkpLnwREIpca_PxMy86mrw,1,0,0.0
2ANFy3v47bwhn1K35SkIaPpzbuZ7HbDoqEO72kEtQDP8khTcwRsIo8bOn46EvYvxplx4D0y1gidtzA,7,2,0.2857142857142857
2APVa-rMfnO_QOwCAscLPf9BSxgXXi-2g7DW_-nMmWR-CmSSlO2qhKyjoOHecY58x5LvRc34_QZp2w,4,3,0.75
2AXJ9vW0GLLWVYgv6cgOYc-nyoo8FfCdzzL3-sa6O65H5OfwkKgZBh8dhGTJ75tZPEPVvpd03woK1A,3,1,0.3333333333333333
2ApZuYLLIssjtUfitEM8QjsQmCNK1znhWJji_4FFZmB946n31BhNpfRxAf0a9ycUkwbKGl9Uzn39Zg,1,0,0.0
2BCA7Asx7n41SrZM9i7fpUqGa1sm_cRfnupN-AUDV2oQ6KwHNWroEz-5AVd-6aAkwwFJEZ8ZNNMM5A,2,2,1.0
2BHyqdIUqPK5IY1aVC4ld264XuzT_-1teVcV2lP0mVO7fEYWnk1z0cbJpKCQMtGvZZtSTMcCKVwe_Q,1,0,0.0
2BJ8jcg0or4GEg0kEJ3DD6JrFzhb7sxQgkTybjNgiuj2QIlWWtIDhpWjoucM5K2xQSR1fgqrS0DsZg,1,1,1.0
2Btxr5IuhdH2IqF7EVFJMT3gbivrwsYr6CEU_If5wIeoOyLAQxVxfq_SMcdwO8lj1pK8f9iSpvd72g,3,1,0.3333333333333333
2C5AYDT1uIe6-MOXaDYmHvA_ptpE_uqbLp9fF3KDGtL7oE3rGfdK2U8m0O03Z5QBUrPlHWypAQz2CQ,3,0,0.0
2C6Rtpw3ao6OqkuT84II6v0TuNZISFj8W7c2kTmC9NEOnU_BqcZUK2TCYsyymVs4UHc0Vr1PA4WyQg,1,1,1.0
2C6W3IcOYnfmzuD5jaQBGDaBs7WVHOJCbADKfivPeMsybp9sEnSrvWMa09ZSiXNX7CeE_YL3tQF8oQ,1,0,0.0
2CC5Jo4DmMHbvsGwyFpS1I5naMI4_zzx892RxfOgwhKSc3oscom4RNIOBurnbGh27_BxmnTOMYLUoQ,1,1,1.0
2CDII0eMpyRspuun2AiRkf-CgbYU4JFDMaNzf4tRA9unVkUhhAKOquAUwU8O1_yWoWsId8Fq_NmFig,1,0,0.0
2CLCTBcVmvm0-OGxeLrZMw5OzTwX99x59JGpnyOuetBPccan330JYgD_hPCFvnznsC9CJcuxM1aWtw,1,1,1.0
2CUb8LDEmWCF_Tor4bM5viK6RwaHsEdDWav0E53cwQO0PpH__e5dRvDwEgdnlWWgKrHaxn_LSzS_Mw,2,1,0.5
2Cq7FuuYQs6Ym_vM9vvyyHQu2QWQI41hLOgbp8jjDjvY1Q6pMnzgQWkD5a4iZFlQEKZZywCRxMviWQ,2,1,0.5
2Cv05xlcjafm4UO-JJV9gSXAgB4NvywK46JANQMWkT4HnbEYu_ZYsCQvaUJkQ3qBQL2IBrm4iXQSBQ,6,5,0.8333333333333334
2Cxg8f6H1ymI5iYustXRNuMqrzaXnh886E1FU9Xqobq_1iTFk5RutlCSeFilHqAQZ48PcWug13XEsw,1,1,1.0
2DG34Ft5uAecbwNvdTeCsp83Z3yBa8s6ed-4as23owydRt9PTBNDLpgpZV1qKFSf3JmqT6jPmitYrQ,1,0,0.0
2DIPje8OkMWu_fQz8UzqMUYdXI7TJhubKeQrWK3Gp9rx56DmyUhC6CbzeyhsP8mvIJiyrSfLItCOxA,2,1,0.5
2DViTOVTYWqTNIgnlLW7Cxy5VfJXusPxA0JqdZviF2sOtkiR1V_J4D5GPBN_ffME060todg-psu77w,3,2,0.6666666666666666
2DadARfzdeupFywfpaheZF8XNm9osCo8-OzSMW_GTmLPTPx7RytyvOw2FIwNoqWf9WecGV7vOS0w6A,1,0,0.0
2DhVO9kkdMtzTT_8O5UKdhemjkNQKoR9tljaT5Z_na-2f5CY5wIwuxmg9W0lQO3cm2j5C8tQ4GVRkg,1,1,1.0
2DzMJKyvUJk-4OmyxM15NK5uj5fP60l63arfaQCHFbNibUKND4n6U8lGI_GD-JXcss8l7wq5qc5-Wg,1,1,1.0
2DzXtpRjm7GeLFUWK_zCqH-xx3HP8dm9tFgDpA7Slsp50rqTP17tW7nnhdYtyzNK0Cw3o35nubc5fg,2,1,0.5
2EAiSfsyEPFFr0tx5WNv03eQuBJW2OYNfmoKcgg3IdD2HbH4oBJfdk2r6uUjvdHeQ3swGG_jfwWoyQ,1,0,0.0
2ErV5GJR9Ye2V_sNxYn-Vx814VyLegOxZPBTsVNLUahvdRwol_CQbId8QX3dz_9gj_FGOGIN64gi-A,4,4,1.0
2Ev3lshW-s38wTUhqxtB0XjG8z1joyacuSKHdy1maPDmipgoUObTaQNKFn-q9cJ5L8A5LiLqm2OPag,1,0,0.0
2F3ix8cAAfafQJiMMvSvmDTdTEV8br8-sfUUGVKhBk8s0edcJqRk0AsKTYDvKLPgADLsgn0lhOnv-A,1,1,1.0
2F63Lr2q1e93AgOlBDhOJbtsFQBoUVz9B2SDHF9ParUypb2zyNSgb1U-6P5H6GLkfcLQX23cMefesw,2,2,1.0
2F8BuBaDJIKMOp8IgEisWslxloknKSoi03Q2c26VqOHTBTHD6vSqjSLNQKRpKQuih9HTSqytw-op8w,2,1,0.5
2FG64IiJi2jQDjp-kMokVyD2SUD6nawJdpmKZOLIlHIctRbRfCqLOS4XKXnQqemqk0EZwGagp_XE4g,1,0,0.0
2FYyf4dsWnC-ZoBcxXCQFjw_9L2pw_Xjz5c1M04FUwdMI0tEbWaDUm0g6aaX29sRJ-whJLaJWeFvzA,7,4,0.5714285714285714
2F_nVhCjG15zQiLqGOqa90tMRtfg1DaMzPbv5AO-CeKpgxnEXIXyIUHK2LgIhHATboNk0Z-nnQkalw,9,6,0.6666666666666666
2FlBk4ktQ5U7AfHviH9_uRM_0FXS-A-pjB1Ec1Acx7mTEuQw39p1FJAuOrwY2FX6dXKHlcFW_DgZFA,1,0,0.0
2G5iWnBC0xbhGtTLG6vu3ev5xFfQVPUhX2qvKo8H5bpxro0OKQUUbPYhdwaltlrGqetsRvQk_zCZUA,1,1,1.0
2GD-gBzWmHy46Joaknkyot7cp5ZQKbGTmnYZLHkUuI0wbMophOAZOI-b0hdvNTVGunHCtGTkjT7P2Q,5,3,0.6
2GKlSDS6LA7TOTsaYM1LvMBZ3lHtxq2eYRS1IGHSH9jCMYRw17ytqzZeeAsBmpr7mDJ30vewxnWQUw,1,0,0.0
2GnH8fCnjFclSCVR3EmspYJtXw4uEUOY8q59eZJa_twQyd6NI3DNulgEYFH2WvSCOF5pe3wU2pi0Tw,1,1,1.0
2H-fB9klVB3w1sJSksnCehmaNynMGEWc8mRCVA-1-MMrK7DKMf05lPYRke7apjv74a_pV5C0jOWkHQ,8,2,0.25
2H10gUQ1Dxtfkr8RH2Mrq_nkwDJfovODthBqlszCmFsIV9Zl4654GK7eo4IjVt9zrm0aGSpNwf9bNA,2,0,0.0
2HDDN1Z0GzRTVZnnwdwyBMpH4OR8Pg8aUErcfKWYlcluLCjj7INRazfNXIXRbLdbpBZHA0y-YnD9dg,1,0,0.0
2HDztN9AqJCGE3hcjN9iWpOzL5Hb7SM5SSnBiBc2AnrhivjbzrXYsl2Wp3GjxDOky8afiQ-e-Q0nLQ,1,1,1.0
2HEHDXCdMRCdLnHUh4MFnPyW2t-Jcfz7pMVlYWN6h0mARDku7A6CEJfSp-bnuKooMQ6RPvsLnl8Z_Q,1,0,0.0
2HIzovxSbeeCL7Znsn9zJy94Z854Htuj0W0w92Ac0qHgH3NWvq4-9PWIvGbEGNYXC64sq0rhTuzQRg,1,1,1.0
2HSEEzdd6wwwiH2TltMwA-FmW7mNDwUes0rYEpYVzNJeiYAmCJ6Trcl-3bjzvXAo5sklzeXRvzIPfg,1,1,1.0
2HZpntfAAbUK5hhay6mJUtCkQ6Yehg5m5atREpBKvCbP-VtiRfuhgZVkKzWUsC8MvsD0UVlazKaT0g,9,3,0.3333333333333333
2H_vnuHaxe7cW6CMlGLzbb8ejuZgk4lL1I_2k3dS4f3vxhf0E7fnnxx46XoUZBvkl4olHjAnuzN88w,1,1,1.0
2Hc9Tgo7zOpkkJya2jkLC63nEtVw0fHU4KNdqsH5y6csgL2cKAL77qM3Sy-YUMUuiZNyjlp80DkRuA,1,1,1.0
2Ho0vCTntRkA4AAk-XtpThG_orDWedwf49Hhc2MN4oC1d5A7QijSOxLEUBwLAHQIIZlEfNJezWYeRA,3,1,0.3333333333333333
2IHKqIwtoKfq2Q0p4dpbcUidaGMlDOyseE_Moq4BT3Q2iuC0icPbNaIGW8lbOiit0NjqxqtEifmvTg,12,5,0.4166666666666667
2ILRkASke5A7_8BW9Uvn-w_Xna1mZPyUHFm6pr7pwI0aD-a5Xi12TEfsya9GhpmSePiQ2uuxUK85sg,1,0,0.0
2IoST6JdPwNmAmLI6MEyia12c0zz3Oj062EkgJSBc2_owIlba1Iryc4d9xDYEkirXgshBCauRP87WQ,1,1,1.0
2IyJaCxHrOvQ7oPTfqQ0XpOWT63Ybxm1dcSJTruQqhsiy0LWsOGF7FCHAHZ0TMfv_bBUHKFPLk_kCQ,1,1,1.0
2J-WgbcKgSvMV67t70Tz9vcvQXH75qfb73gDnmft_JjTJCbztTk9ZzQRodpV9f3Q5ML24RVnh0wcMA,1,0,0.0
2JQ5iB-53SHc3cpVr5etzWE8PxqPAU7AAW9NjB05KoL2LNlbguovijELtXZFoMQ9hIfiv5ciBY_yTw,1,1,1.0
2JVFZnkiVzTDUdRUBm68IxiUiYFPS_zlLHq7Tw7WoathaavhWhxVwcM6B0oEzI21uWepVuKfnUqDwg,1,1,1.0
2JbabU6S-jqkfIv94Y7QYhQF-xCLCCuKBN058lvnHLB7NUt32L6UrjPHvtQDH_K5VKgXfGK87CA05Q,1,1,1.0
2JdefjfZdbYu73U_LaMxPstEbbW8GgqTmhvIrXIISkE166qlB5ORPgFPn_FWuDlmdT7LhrRqkdZe1Q,3,1,0.3333333333333333
2JlEEcUtpzfM5XaojAH09VyCWNAMShkm87Nh9gB10HRIz8IuOBatf7JV4Ix3HcuspLnE54ct5dlv2g,1,1,1.0
2K0wiZRSAR9dQr0miRDWI81nSZ0EPMwqWeng0cp0M_xk2w7iwFdvIYgmvfrkm41xR8B7XmEY11dRpQ,2,1,0.5
2KB_AFe1cG0zY-5pNe4pYZRiKC8w0gUAA5LoUqRXb89OgGJcfamgexaGd-mAkTY8teOPD03SxCc97A,1,0,0.0
2KKNJxQcKbHfZY6cE-v8ibw3T3mVRVL6dOQFFD8dapQO6HIIds-DDRmRbmjljF9bU_8rCWcGeb5tOw,9,6,0.6666666666666666
2Kaqcnqs169CSVFFf_JXt_QiCUEbgM_BvF8-UxCj9e2GhKJn_3EnDkWdET0fU3aHXJmZMWz0m5jFIw,2,2,1.0
2KkZHgWmtm8pUT1HB7PHr9PZaa4LGTtrLDQoZ_U8iKW6ScdMgs1RpH4dWvQJNYmJNKN2DyjAPpjY7w,2,2,1.0
2Ku-1BWL1Vfy3Z-fPgh5caWacL8mCbw5gxn1IJT38St3pLbCPelh2LNdNg84nzrxPHzNpMA2EOhNlg,4,3,0.75
2Kw4y9eqacQU6ZUfOo0s04t4ihHBAHQ5r1MZuc3ph4sVPfm5LhzRJbzcyc6-D4f7tCTaDu2aa0OraA,2,0,0.0
2L1ou-_k2KyBN4uCHgPixWXVnAnh_-Qllzg9nBzHhP1EqPuiW8mlazXlCZ3hobTWIL4_Q-eqmkGFAg,2,1,0.5
2L42wUFBxgFhGBKc6v0sqaAcvjPbQBaCv8aDCDrLaAOGyHrjs1Raje3UQMOGwqo-obIt5kQRFRDV5Q,1,1,1.0
2L4ilWQNACrkH_B60LmipLmBCHmPA6XvlaWIArc_Gbd8tYYSF_udbkgKwJR-imO7fEEKfQtQk28qfg,1,0,0.0
2LBEzAmLekjN2PTigpj6jIyP8FDvtECap1UVAv-WRNy6zsODYiKodqod-1Vu1wu_Qh5FULjyT5qSAA,6,5,0.8333333333333334
2LVwRGeytumkFnsEpaA8xRGgABBkzCwJu3vR0i5Usu8Whguq09SqLlT1gh_fxWB5gzKRE-Uj1cDbxg,1,0,0.0
2LWTM66U88T0KYMW1yQCNiZLQl0NrDNyjr4fvO9ciBX7FhhI3mqhXRISneLSICxfxytrUXrUsaukzg,1,1,1.0
2LZEQQnVkpKyN7lDZd01nAdOJ1J0pcFJr2tWZIKHMnXeD-JXmURfkgwDoy778apaMYSUB0vSEAw_yg,3,2,0.6666666666666666
2M0SgrgPW8jO1owB7vKDMmV_y-4wHsm-gxrPlcL5-Xi7sT9IsRCLjreNFbhqcPqR0aFSXj-M3f9PmQ,1,0,0.0
2M4M0IbM0NnRuhFCJgqmJQlpnNbSW71x2sAiQIwO2xrW_FH19L_OqotiyuBm7mRNCWiPL8meOKSPVw,2,0,0.0
2MH4tp7Yh0f3axlrjdtpsJL9KUhGllnxJ_Uupkvm9fNp-4i9w6m0dbkN2ztRA6zQzPAPMDdLye-XSQ,1,0,0.0
2MOanhaaYT8UDXKhunmSyECFAkfTU04y21N8YNJaBK_X1N6K6IicGwIY2Ei5adVG8Exn0QzftLYPOw,1,1,1.0
2MQx6KyYsR2a1DPtZpIKpqNoezw_Qb5Sih0tbnIXt1kEA6rbjlGF2wYBalPB_CBvN5NWoC_gfTaCDQ,4,1,0.25
2MY3LmXY3W6DvSFzYdKufWkXSIir3naMlxqaE5BbL1OzoLYyoK5Q0tfEK_IhjBREX1Qj8PNEX_7tSQ,1,1,1.0
2N-esaAHC3HDJWJykO2NgrEnjk0dR2p7DD0D1nWnajQyIBjk7Zi_sb8Uz8f6jGY3pZ9Uabmq4v8n5A,1,1,1.0
2NG9L4XrV-3eDxW22dvqlQz_HcsdsRVljXtSpWcKk3XmUda10ETY0C1fRzmQz2khlrdLobWsvP5ynw,2,1,0.5
